image,n_gt,d_matched,d_iou,d_f1,y_matched,y_iou,y_f1
220324_A919_1.jpg,12,8,0.6211400032043457,0.4117647058823529,8,0.6535160541534424,0.6086956521739131
220324_A920_4.jpg,8,6,0.6660673022270203,0.4166666666666667,5,0.7849198579788208,0.5263157894736842
220324_A923_1.jpg,15,9,0.6504462957382202,0.37500000000000006,12,0.7580284476280212,0.625
220324_A923_4.jpg,17,10,0.6480458974838257,0.45714285714285713,15,0.812183141708374,0.6111111111111113
220324_A924_1.jpg,12,8,0.6344828605651855,0.4444444444444445,10,0.766109049320221,0.5384615384615384
220324_A924_3.jpg,13,9,0.710404634475708,0.5806451612903226,11,0.7801808714866638,0.8799999999999999
220328_B093_1.jpg,11,8,0.6192810535430908,0.4848484848484849,4,0.8284375071525574,0.4705882352941177
220329_B131_3.jpg,9,7,0.708128809928894,0.5555555555555556,8,0.8147788047790527,0.7777777777777778
220329_B134_1.jpg,12,11,0.6866665482521057,0.7586206896551724,9,0.8309743404388428,0.5833333333333334
220329_B134_3.jpg,10,9,0.7433335185050964,0.7826086956521738,8,0.8055143356323242,0.6363636363636365
220329_B134_4.jpg,11,9,0.7430380582809448,0.6956521739130435,10,0.8664439916610718,0.7826086956521738
220329_B135_4.jpg,18,14,0.7039200663566589,0.7368421052631577,16,0.833577036857605,0.8333333333333334
220329_B137_2.jpg,15,8,0.6207137107849121,0.32558139534883723,5,0.7048613429069519,0.32
220329_B137_4.jpg,13,5,0.7066472768783569,0.2941176470588235,7,0.8072057366371155,0.6666666666666667
220330_B169_2.jpg,21,20,0.7043333053588867,0.8444444444444444,19,0.8224753141403198,0.9268292682926829
220330_B177_3.jpg,10,10,0.6700280904769897,0.7272727272727272,10,0.8445116877555847,0.8181818181818182
220609_A361_1.jpg,8,7,0.6213927268981934,0.7368421052631579,8,0.7658482193946838,1.0
220609_A361_2.jpg,11,9,0.6967995166778564,0.6956521739130435,10,0.8489344716072083,0.8333333333333333
220704_A107_4.jpg,13,9,0.7115229368209839,0.5333333333333333,12,0.8664469718933105,0.8275862068965517
220705_A231_3.jpg,13,11,0.6701793074607849,0.5999999999999999,11,0.8374037146568298,0.7692307692307693
220705_A231_4.jpg,16,13,0.6840099692344666,0.4864864864864864,16,0.8462696671485901,0.7999999999999999
220705_A240_1.jpg,12,9,0.6038134694099426,0.6206896551724139,10,0.7877963781356812,0.7692307692307692
220706_A365_2.jpg,11,10,0.710626482963562,0.7500000000000001,10,0.8613830804824829,0.5714285714285714
220706_A365_4.jpg,9,7,0.6686796545982361,0.6086956521739131,9,0.8292176723480225,0.7272727272727274
220706_A366_2.jpg,12,10,0.6817684769630432,0.6666666666666665,11,0.8534478545188904,0.8
220711_A557_2.jpg,10,7,0.6238959431648254,0.5384615384615384,6,0.8063950538635254,0.7058823529411764
220711_A567_3.jpg,10,10,0.6822500824928284,0.37037037037037035,9,0.9300200939178467,0.47619047619047616
220711_A571_1.jpg,6,6,0.6931560039520264,0.7058823529411764,6,0.8566705584526062,0.6666666666666667
220714_A868_1.jpg,19,16,0.700312614440918,0.6842105263157895,16,0.8877078294754028,0.8108108108108109
220714_A868_2.jpg,11,11,0.7033819556236267,0.846153846153846,11,0.8492067456245422,0.8148148148148148
220714_A868_4.jpg,18,17,0.712497889995575,0.6111111111111112,18,0.9038989543914795,0.6486486486486486
220718_A952_2.jpg,14,11,0.6648443937301636,0.6111111111111112,14,0.8245607614517212,0.8484848484848484
220720_B317_4.jpg,18,16,0.6679373383522034,0.8205128205128205,16,0.8890866637229919,0.8888888888888888
220725_B475_2.jpg,10,8,0.7245083451271057,0.6956521739130435,10,0.8779183626174927,0.8695652173913044
220725_B475_4.jpg,15,10,0.6809842586517334,0.6666666666666665,14,0.8913895487785339,0.8387096774193549
220727_B658_4.jpg,8,8,0.7012821435928345,0.7272727272727273,8,0.8860483169555664,0.7272727272727273
220727_B661_2.jpg,14,12,0.6780230402946472,0.7096774193548386,14,0.825625479221344,0.9333333333333333
220727_B666_4.jpg,7,6,0.6680262684822083,0.5,6,0.8355526328086853,0.8571428571428571
220803_A317_1.jpg,9,6,0.6740303635597229,0.5454545454545455,7,0.885929524898529,0.7000000000000001
220803_A317_3.jpg,13,11,0.6482422351837158,0.7142857142857142,13,0.8319559097290039,0.9285714285714286
220803_A317_4.jpg,9,6,0.6466929912567139,0.5263157894736842,8,0.8311726450920105,0.6666666666666666
220804_A392_1.jpg,9,8,0.6455062627792358,0.6363636363636364,9,0.8430320024490356,0.7000000000000001
220809_A798_2.jpg,15,13,0.6951465606689453,0.5142857142857143,14,0.8587361574172974,0.625
220809_A798_3.jpg,10,7,0.6189708709716797,0.6666666666666666,10,0.8214244842529297,0.8695652173913044
220809_A804_1.jpg,13,8,0.6596077084541321,0.7272727272727274,12,0.8272895812988281,0.8148148148148148
220809_A804_3.jpg,8,5,0.7656642198562622,0.6666666666666666,7,0.8223785758018494,0.7777777777777777
220809_A804_4.jpg,12,11,0.6520929932594299,0.8148148148148148,11,0.8787053823471069,0.9166666666666666
220822_B653_2.jpg,12,10,0.6911338567733765,0.5294117647058824,10,0.8645992279052734,0.7692307692307692
220825_B973_2.jpg,12,8,0.7200032472610474,0.4375,10,0.8588334918022156,0.6451612903225806
220825_B978_2.jpg,14,11,0.7318181395530701,0.7333333333333334,13,0.8991280198097229,0.9285714285714286
220829_C035_1.jpg,11,10,0.6987732648849487,0.8695652173913043,11,0.8543644547462463,0.9565217391304348
220829_C040_4.jpg,6,5,0.6846302151679993,0.45454545454545453,5,0.8690418004989624,0.5
220829_C043_2.jpg,10,8,0.6677631139755249,0.4666666666666667,8,0.8640085458755493,0.48
220829_C043_3.jpg,21,12,0.6768572926521301,0.6666666666666666,18,0.8496204614639282,0.9
220829_C043_4.jpg,17,14,0.6709275841712952,0.5945945945945946,15,0.8547836542129517,0.8333333333333333
220830_C114_3.jpg,9,7,0.7383063435554504,0.823529411764706,8,0.9240984320640564,0.8888888888888888
220831_B796_2.jpg,13,11,0.6508703827857971,0.33333333333333337,11,0.8555616140365601,0.45161290322580644
220907_A266_4.jpg,8,8,0.6319249868392944,0.608695652173913,8,0.8374918699264526,0.888888888888889
220908_A357_1.jpg,20,15,0.6595399379730225,0.6818181818181818,18,0.8495933413505554,0.7555555555555556
220908_A362_3.jpg,15,13,0.6611652970314026,0.8387096774193549,15,0.9077791571617126,0.967741935483871
220908_A362_4.jpg,13,11,0.6392961144447327,0.6896551724137931,12,0.8709327578544617,0.625
220908_A366_2.jpg,8,7,0.66529780626297,0.5,8,0.8339285254478455,0.6666666666666665
220913_A568_1.jpg,9,7,0.6751736998558044,0.6363636363636364,9,0.8271419405937195,0.8181818181818181
220914_A652_1.jpg,10,8,0.6471502780914307,0.5384615384615384,9,0.7925931811332703,0.5925925925925927
220914_A658_3.jpg,15,10,0.6621195077896118,0.4444444444444444,13,0.8328378200531006,0.8387096774193549
220914_A658_4.jpg,10,8,0.6936519145965576,0.6666666666666666,10,0.8138205409049988,0.9090909090909091
220915_A770_2.jpg,16,14,0.6684455275535583,0.823529411764706,14,0.872859001159668,0.8484848484848485
220915_A776_4.jpg,13,11,0.7177057266235352,0.6896551724137931,13,0.8712080717086792,0.9285714285714286
220921_B172_1.jpg,13,12,0.6409697532653809,0.7333333333333334,12,0.8792650699615479,0.6666666666666667
220921_B172_3.jpg,13,9,0.6731494069099426,0.47058823529411764,12,0.876270055770874,0.5263157894736842
230219_A001_4.jpg,9,8,0.6618682742118835,0.6086956521739131,8,0.8770450353622437,0.5833333333333334
230219_A002_1.jpg,8,5,0.6346224546432495,0.35294117647058826,6,0.8133544921875,0.5714285714285715
230219_A002_3.jpg,5,4,0.6661428809165955,0.5333333333333333,2,0.8177308440208435,0.5
230219_A003_2.jpg,10,8,0.6649993658065796,0.761904761904762,9,0.8014791011810303,0.8571428571428572
230219_A005_4.jpg,12,10,0.7543553709983826,0.7407407407407408,12,0.9171844124794006,0.888888888888889
230219_A006_1.jpg,11,9,0.6845796704292297,0.6666666666666666,9,0.8820672035217285,0.64
230219_A010_2.jpg,15,12,0.6522511839866638,0.7272727272727272,12,0.8251137137413025,0.8275862068965518
230219_A011_2.jpg,9,9,0.6723710894584656,0.6923076923076924,9,0.8273330330848694,0.782608695652174
230219_A014_2.jpg,10,9,0.6947029232978821,0.7200000000000001,10,0.8880441784858704,0.8695652173913044
230219_A014_3.jpg,10,8,0.7092742323875427,0.8421052631578948,9,0.8874309062957764,0.9473684210526316
230219_A015_4.jpg,12,11,0.6939178705215454,0.7096774193548387,11,0.8704935312271118,0.7586206896551724
230219_A016_1.jpg,11,7,0.6593651175498962,0.3448275862068966,9,0.7913282513618469,0.3846153846153846
230219_A016_3.jpg,16,12,0.6448628902435303,0.5555555555555556,13,0.83051997423172,0.75
230219_A017_2.jpg,7,2,0.6150220632553101,0.23529411764705882,4,0.714332103729248,0.42857142857142855
230219_A018_3.jpg,8,5,0.6078843474388123,0.25806451612903225,6,0.6818540096282959,0.6
230219_A019_4.jpg,10,8,0.6922719478607178,0.5714285714285713,9,0.8775388598442078,0.7826086956521738
230219_A022_2.jpg,14,12,0.6786630749702454,0.6875000000000001,14,0.8642750978469849,0.7272727272727273
230219_A027_1.jpg,12,7,0.6184872984886169,0.37499999999999994,6,0.7690262794494629,0.45454545454545453
230219_A028_4.jpg,8,7,0.7028277516365051,0.5714285714285714,8,0.8584911823272705,0.7368421052631579
230219_A029_2.jpg,10,10,0.7112507820129395,0.7142857142857143,9,0.7822545170783997,0.6363636363636365
230219_A029_3.jpg,7,6,0.7213366627693176,0.8571428571428571,7,0.8690325617790222,0.9333333333333333
230219_A031_3.jpg,12,10,0.6211466193199158,0.6153846153846153,10,0.7614434957504272,0.6153846153846153
230219_A031_4.jpg,14,10,0.6890776753425598,0.6451612903225806,12,0.7909510135650635,0.7999999999999999
230219_A032_1.jpg,11,11,0.6188669800758362,0.7692307692307692,10,0.8520423173904419,0.9090909090909091
230219_A033_2.jpg,12,10,0.6127055287361145,0.5294117647058824,12,0.8124300837516785,0.7333333333333334
230219_A034_3.jpg,17,11,0.7038004398345947,0.55,12,0.7676567435264587,0.6470588235294118
230219_A036_4.jpg,12,9,0.68426513671875,0.5,10,0.8452908396720886,0.6666666666666666
230219_A037_1.jpg,14,10,0.682543158531189,0.48484848484848486,12,0.8076257109642029,0.7857142857142857
230219_A037_2.jpg,13,12,0.6426464915275574,0.7499999999999999,11,0.8240228891372681,0.8461538461538461
230219_A038_3.jpg,13,10,0.6694449186325073,0.5999999999999999,12,0.7799098491668701,0.8571428571428571
230219_A040_1.jpg,8,8,0.6216346025466919,0.761904761904762,7,0.8082382082939148,0.7368421052631579
230219_A040_3.jpg,11,9,0.604171872138977,0.6,11,0.8183003067970276,0.8695652173913043
230219_A041_1.jpg,10,8,0.6522748470306396,0.6956521739130435,8,0.8210252523422241,0.631578947368421
230219_A045_4.jpg,12,12,0.7268708348274231,0.7857142857142857,11,0.864609956741333,0.8461538461538461
230219_A046_2.jpg,9,9,0.6836857199668884,0.6923076923076924,9,0.9052363634109497,0.7499999999999999
230219_A048_1.jpg,16,14,0.6625431776046753,0.6153846153846153,13,0.7974255084991455,0.75
230219_A048_2.jpg,16,14,0.7079188227653503,0.7647058823529411,15,0.8801279067993164,0.8108108108108109
230219_A049_4.jpg,15,11,0.6302973628044128,0.4090909090909091,10,0.8209023475646973,0.6666666666666665
230219_A054_4.jpg,11,10,0.6830865144729614,0.8333333333333333,11,0.8628179430961609,0.9565217391304348
230219_A055_1.jpg,13,12,0.6759529113769531,0.8148148148148148,11,0.8960530757904053,0.8799999999999999
230219_A056_3.jpg,14,14,0.656343936920166,0.6666666666666666,13,0.8403050899505615,0.4864864864864865
230219_A058_1.jpg,15,9,0.6765663027763367,0.4117647058823529,12,0.7771093845367432,0.689655172413793
230219_A058_3.jpg,10,7,0.6739401817321777,0.5454545454545454,8,0.8145749568939209,0.888888888888889
230219_A059_1.jpg,13,9,0.6836313605308533,0.46153846153846156,12,0.8964906334877014,0.6896551724137931
230219_A060_3.jpg,14,13,0.6834328770637512,0.7878787878787878,14,0.8657727837562561,0.9032258064516129
230219_A061_3.jpg,16,11,0.6763632893562317,0.48484848484848486,14,0.7796036601066589,0.6666666666666667
230219_A064_3.jpg,17,15,0.671562910079956,0.7,17,0.8591219782829285,0.7894736842105262
230219_A064_4.jpg,14,12,0.6528354287147522,0.7272727272727273,12,0.8554592132568359,0.75
230219_A066_1.jpg,8,6,0.6292869448661804,0.4761904761904762,7,0.8261364102363586,0.625
230219_A066_3.jpg,12,8,0.6701442003250122,0.5599999999999999,10,0.8479987978935242,0.9090909090909091
